master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
RF-EVID-0078,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E018,S026,Indigenous health equity,varies,Canadian Indigenous patients may have symptoms taken less seriously and stereotypes can lead to misdiagnosis or neglect.,See implications files for product mapping.,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E018,2026-05-30
RF-EVID-0079,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E019,S027,cultural safety,varies,"AIHW reports 32% of Indigenous Australians who did not access needed services cited cultural reasons such as language, discrimination, or cultural appropriateness.",See implications files for product mapping.,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E019,2026-05-30
RF-EVID-0080,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E020,S030,rural access,varies,"GAO reports rural US residents face fewer providers, longer travel, transportation barriers, and less broadband.",See implications files for product mapping.,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E020,2026-05-30
RF-EVID-0081,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E021,S005,continuity failure,varies,Delayed metastatic cancer diagnosis after repeated back-pain presentations,"Same-symptom clustering, unresolved-problem tracking, named follow-up owner",high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E021,2026-05-30
RF-EVID-0082,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E022,S006,abnormal result missed,varies,Missed bowel lesion on scan with delayed diagnosis,Closed-loop scan tracker with escalation for unreviewed abnormal results,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E022,2026-05-30
RF-EVID-0083,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E023,S007,red flag missed,varies,Sepsis recognition failures repeated across NHS complaints,Family concern escalation field and sepsis reassessment prompts,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E023,2026-05-30
RF-EVID-0084,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E024,S010,underserved access,varies,Bedouin community access and continuity barriers,Capture out-of-system visits and language/cultural access needs,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E024,2026-05-30
RF-EVID-0085,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E025,S012,successful community linkage,varies,Non-allopathic provider TB referral intervention,Referral tools and diagnostic vouchers for informal/community providers,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E025,2026-05-30
RF-EVID-0086,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E026,S020,low-resource diagnostic delay,varies,Tanzania cancer diagnostic journey,Referral completion and diagnostic-capacity map,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E026,2026-05-30
RF-EVID-0087,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E027,S021,community-health-worker system,varies,WHO RAcE/iCCM CHW childhood illness workflow,"Offline CHW protocols, stock status, and referral confirmation",high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E027,2026-05-30
RF-EVID-0088,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E028,S026,Indigenous-specific racism / triage failure,varies,Brian Sinclair emergency department waiting-room death,"Anti-bias triage audit, Indigenous liaison escalation, did-not-wait prevention",medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E028,2026-05-30
RF-EVID-0089,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E029,S028,cultural safety workflow,varies,Queensland ED cultural-safety transformation project,Real-time liaison routing and cultural-safety workflow,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E029,2026-05-30
RF-EVID-0090,evidence_item,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,E030,S025,migrant health screening,varies,Health Catch-UP migrant screening,Migrant-specific EHR screening and vaccination reconstruction,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/evidence_items.csv::E030,2026-05-30
RF-EVID-0091,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C001,S005,continuity failure,continuity failure,Delayed metastatic cancer diagnosis after repeated back-pain presentations,"Same-symptom clustering, unresolved-problem tracking, named follow-up owner",high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C001,2026-05-30
RF-EVID-0092,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C002,S006,abnormal result missed,abnormal result missed,Missed bowel lesion on scan with delayed diagnosis,Closed-loop scan tracker with escalation for unreviewed abnormal results,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C002,2026-05-30
RF-EVID-0093,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C003,S007,red flag missed,red flag missed,Sepsis recognition failures repeated across NHS complaints,Family concern escalation field and sepsis reassessment prompts,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C003,2026-05-30
RF-EVID-0094,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C004,S010,underserved access,underserved access,Bedouin community access and continuity barriers,Capture out-of-system visits and language/cultural access needs,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C004,2026-05-30
RF-EVID-0095,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C005,S012,successful community linkage,successful community linkage,Non-allopathic provider TB referral intervention,Referral tools and diagnostic vouchers for informal/community providers,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C005,2026-05-30
RF-EVID-0096,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C006,S020,low-resource diagnostic delay,low-resource diagnostic delay,Tanzania cancer diagnostic journey,Referral completion and diagnostic-capacity map,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C006,2026-05-30
RF-EVID-0097,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C007,S021,community-health-worker system,community-health-worker system,WHO RAcE/iCCM CHW childhood illness workflow,"Offline CHW protocols, stock status, and referral confirmation",high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C007,2026-05-30
RF-EVID-0098,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C008,S026,Indigenous-specific racism / triage failure,Indigenous-specific racism / triage failure,Brian Sinclair emergency department waiting-room death,"Anti-bias triage audit, Indigenous liaison escalation, did-not-wait prevention",medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C008,2026-05-30
RF-EVID-0099,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C009,S028,cultural safety workflow,cultural safety workflow,Queensland ED cultural-safety transformation project,Real-time liaison routing and cultural-safety workflow,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C009,2026-05-30
RF-EVID-0100,case,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,C010,S025,migrant health screening,migrant health screening,Health Catch-UP migrant screening,Migrant-specific EHR screening and vaccination reconstruction,medium,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C010,2026-05-30
RF-EVID-0101,quote,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,Q001,S005,continuity failure,continuity failure,re-tell,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q001,2026-05-30
RF-EVID-0102,quote,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,Q002,S006,doctor did not listen,doctor did not listen,tried to get doctors to listen,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q002,2026-05-30
RF-EVID-0103,quote,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,Q003,S007,red flag missed,red flag missed,recognized the signs,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/quotes.csv::Q003,2026-05-30
RF-EVID-0104,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M001,S002,,,inaccurate/delayed/wrong diagnoses,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M001,2026-05-30
RF-EVID-0105,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M002,S003,,,death or permanent disability from disease misdiagnosis,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M002,2026-05-30
RF-EVID-0106,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M003,S004,,,incorrect ED diagnosis,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M003,2026-05-30
RF-EVID-0107,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M004,S012,,,TB diagnostic delay reduction,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M004,2026-05-30
RF-EVID-0108,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M005,S020,,,median delay from first symptom to cancer diagnosis,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M005,2026-05-30
RF-EVID-0109,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M006,S027,,,needed services not accessed for cultural reasons,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M006,2026-05-30
RF-EVID-0110,metric,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz,M007,S021,,,children diagnosed/treated in RAcE/iCCM,,high,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M007,2026-05-30
